label,controller,delay_frames,ego_speed_kmh,lead_speed_kmh,mu,headway_thw,headway_d,avoided,collision_with,s_clearance,a_b_mfdd,t_c_warn,dv_speed_var,collision_speed_kmh,peak_decel,brake_distance,min_dist,a_req_at_brake,a_max,is_conflict,result_txt,noise_sigma_m,noise_sigma_vr,dropout_p,dropout_mode,test_mode,seed
baseline_nm0.0,baseline,0,50.0,50.0,0.4,2.5,34.72222222222222,False,vehicle.ue4.audi.tt,0.0,0.0,1.5819599028718807,31.970880585481353,18.029119414518647,3.9239999999999853,0.0,4.936582053937945,4.923476883813943,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,noise,12910037
baseline_nm0.0,baseline,0,50.0,50.0,0.85,3.0,41.66666666666667,False,,0.0,0.0,1.5530828909371022,50.0,0.0,3.3354000497013203,0.0,11.28359317338748,4.444667012930342,8.3385,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910038
baseline_nm0.0,baseline,0,50.0,50.0,0.4,3.0,41.66666666666667,False,,0.0,0.0,1.55346833250409,50.0,0.0,3.9239999999999853,0.0,10.91912409555383,4.444685535881227,3.9240000000000004,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910039
baseline_nm0.0,baseline,0,60.0,60.0,0.85,1.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.5414337970136753,38.1851233173585,21.814876682641493,8.338499999999982,0.0,4.899555210549338,8.178634435944101,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,noise,12910040
baseline_nm0.0,baseline,0,60.0,60.0,0.4,1.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.5426327367458859,30.715187954248602,29.284812045751398,3.9239999999999853,0.0,4.916126253274321,8.171760926367462,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,noise,12910041
baseline_nm0.0,baseline,0,60.0,60.0,0.85,1.5,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5179003642955156,44.11457368289726,15.885426317102741,8.338499999999982,0.0,4.96635080334963,7.723672276625629,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,noise,12910042
baseline_nm0.0,baseline,0,60.0,60.0,0.4,1.5,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5179303995262177,35.65139792928109,24.348602070718908,3.9239999999999853,0.0,4.990619807087106,7.724693973202227,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,noise,12910043
baseline_nm0.0,baseline,0,60.0,60.0,0.85,2.0,33.333333333333336,False,,0.0,0.0,1.5878646170813733,60.0,0.0,8.338499999999982,0.0,8.24083328394134,6.755292853330584,8.3385,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910044
baseline_nm0.0,baseline,0,60.0,60.0,0.4,2.0,33.333333333333336,False,,0.0,0.0,1.5876596103857359,60.0,0.0,3.9239999999999853,0.0,8.101230621449048,6.755814378925434,3.9240000000000004,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910045
baseline_nm0.0,baseline,0,60.0,60.0,0.85,2.5,41.66666666666667,False,,0.0,0.0,1.5878978870973606,60.0,0.0,3.3354000497013203,0.0,16.25029754815325,6.002032820303024,8.3385,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910046
baseline_nm0.0,baseline,0,60.0,60.0,0.4,2.5,41.66666666666667,False,,0.0,0.0,1.5876460410358477,60.0,0.0,1.5696000233888796,0.0,16.487026217557965,6.002366512836536,3.9240000000000004,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910047
baseline_nm0.0,baseline,0,60.0,60.0,0.85,3.0,50.0,False,,0.0,0.0,1.5531412837826004,60.0,0.0,3.3354000497013203,0.0,24.612155915762973,5.411479914972096,8.3385,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910048
baseline_nm0.0,baseline,0,60.0,60.0,0.4,3.0,50.0,False,,0.0,0.0,1.5528560793872372,60.0,0.0,1.5696000233888796,0.0,24.487895967343547,5.411740493118561,3.9240000000000004,True,NO BRAKE / passed,0.0,0.0,0.0,freeze,noise,12910049
baseline_nm0.5,baseline,0,20.0,20.0,0.85,1.0,5.555555555555555,True,,0.19026375028102827,10.045929680769667,2.2137732296639547,20.0,0.0,8.3385,2.4197845458984375,4.9581146261355205,2.1591435357386097,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960000
baseline_nm0.5,baseline,0,20.0,20.0,0.4,1.0,5.555555555555555,True,,2.505544674593607,4.335296564414122,139.21727590674269,20.0,0.0,3.924000000000003,3.684629440307617,5.550018310666752,0.0,3.9240000000000004,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960001
baseline_nm0.5,baseline,0,20.0,20.0,0.85,1.5,8.333333333333332,True,,1.119554524280237,6.53657968030957,1.892753991875576,20.0,0.0,8.3385,3.165792465209961,5.887222293659621,3.3501952937170647,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960002
baseline_nm0.5,baseline,0,20.0,20.0,0.4,1.5,8.333333333333332,False,vehicle.ue4.audi.tt,0.0,0.0,1.5241210236795302,17.1801456637224,2.8198543362776025,3.924000000000003,0.0,4.893590937882203,3.6433767610283385,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960003
baseline_nm0.5,baseline,0,20.0,20.0,0.85,2.0,11.11111111111111,True,,1.524026871139526,3.912905708979173,1.5769579829209088,20.0,0.0,8.3385,4.161609649658203,6.291690826809138,2.6408963823463054,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960004
baseline_nm0.5,baseline,0,20.0,20.0,0.4,2.0,11.11111111111111,True,,0.6244754878427541,4.189676681662675,1.5765482544638727,20.0,0.0,3.924000000000003,5.060674667358398,5.392326363697246,2.641128431557853,3.9240000000000004,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960005
baseline_nm0.5,baseline,0,20.0,20.0,0.85,2.5,13.88888888888889,True,,3.2808284760091038,3.6581921377002105,1.7341169317153378,20.0,0.0,3.335400049701338,4.359901428222656,8.048561096248362,1.974708438731984,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960006
baseline_nm0.5,baseline,0,20.0,20.0,0.4,2.5,13.88888888888889,True,,0.9948253729645549,3.073074684399118,1.5631356248428965,20.0,0.0,3.924000000000003,6.369661331176758,5.762676248819047,2.0498076930225118,3.9240000000000004,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960007
baseline_nm0.5,baseline,0,20.0,20.0,0.85,3.0,16.666666666666664,True,,4.4040851689989235,3.6574361751269278,1.5926756334445036,20.0,0.0,3.335400049701338,4.360797882080078,9.171817789249273,1.7271808654896244,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960008
baseline_nm0.5,baseline,0,20.0,20.0,0.4,3.0,16.666666666666664,True,,1.2277910603079407,2.1156484250835903,1.6389422214526297,20.0,0.0,3.924000000000003,7.811759948730469,5.995498885020408,1.6741007196716913,3.9240000000000004,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960009
baseline_nm0.5,baseline,0,30.0,30.0,0.85,1.0,8.333333333333334,False,vehicle.ue4.audi.tt,0.0,0.0,1.2304664673380958,26.892118569748764,3.1078814302512354,8.3385,0.0,4.90195465126186,6.0737267258086645,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960010
baseline_nm0.5,baseline,0,30.0,30.0,0.4,1.0,8.333333333333334,False,vehicle.ue4.audi.tt,0.0,0.0,1.2255890585972107,17.745835025492447,12.254164974507551,3.924000000000003,0.0,4.939313918409887,6.076076575090038,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960011
baseline_nm0.5,baseline,0,30.0,30.0,0.85,1.5,12.5,True,,1.028371945242947,7.780869947502465,1.4978341553493797,30.0,0.0,8.3385,6.460596084594727,5.796222821097439,4.541629174900243,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960012
baseline_nm0.5,baseline,0,30.0,30.0,0.4,1.5,12.5,False,vehicle.ue4.audi.tt,0.0,0.0,1.5001870955425671,20.78264135038605,9.21735864961395,3.924000000000003,0.0,4.922472001971764,4.542613936001572,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960013
baseline_nm0.5,baseline,0,30.0,30.0,0.85,2.0,16.666666666666668,True,,1.647594452038426,5.106026810558605,1.558501907856058,30.0,0.0,8.3385,7.941900253295898,6.415225982804814,3.553040417315222,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960014
baseline_nm0.5,baseline,0,30.0,30.0,0.4,2.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.4288190081733665,22.282035312004552,7.717964687995448,3.924000000000003,0.0,4.91263198854763,3.713300627388955,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960015
baseline_nm0.5,baseline,0,30.0,30.0,0.85,2.5,20.833333333333336,True,,1.730516606536093,3.502564285803724,1.555509886909128,30.0,0.0,3.335400049701338,9.959571838378906,6.498367482390585,2.9208720157525128,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960016
baseline_nm0.5,baseline,0,30.0,30.0,0.4,2.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.4423497864964672,23.901829772941177,6.098170227058825,3.924000000000003,0.0,4.902027281879347,3.0355567653457296,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960017
baseline_nm0.5,baseline,0,30.0,30.0,0.85,3.0,25.0,True,,4.242357254655779,3.5026840941651756,1.7162414096785845,30.0,0.0,3.335400049701338,9.959476470947266,9.010208130510271,2.407659971225785,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960018
baseline_nm0.5,baseline,0,30.0,30.0,0.4,3.0,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.564538689948,25.1653600223791,4.8346399776209,3.924000000000003,0.0,4.894543230698304,2.6390243405774925,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960019
baseline_nm0.5,baseline,0,40.0,40.0,0.85,1.0,11.11111111111111,False,vehicle.ue4.audi.tt,0.0,0.0,1.463429358931834,32.86637118689079,7.133628813109211,8.3385,0.0,4.906415428690845,6.585243016700176,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960020
baseline_nm0.5,baseline,0,40.0,40.0,0.4,1.0,11.11111111111111,False,vehicle.ue4.audi.tt,0.0,0.0,1.4625655724835638,23.629199674885573,16.370800325114427,3.924000000000003,0.0,4.954713825119167,6.587173239442366,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960021
baseline_nm0.5,baseline,0,40.0,40.0,0.85,1.5,16.666666666666664,True,,0.2801554349874804,8.262233410183025,1.6358047936038618,40.0,0.0,8.3385,11.097366333007812,5.047895687687241,5.338631177670657,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960022
baseline_nm0.5,baseline,0,40.0,40.0,0.4,1.5,16.666666666666664,False,vehicle.ue4.audi.tt,0.0,0.0,1.6350227773608492,26.05643225783904,13.94356774216096,3.924000000000003,0.0,4.940483094787511,5.339216118426095,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960023
baseline_nm0.5,baseline,0,40.0,40.0,0.85,2.0,22.22222222222222,True,,0.9787410214319259,6.835319143198157,1.5352075693094698,40.0,0.0,8.3385,12.093549728393555,5.746363019271489,4.646139043398756,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960024
baseline_nm0.5,baseline,0,40.0,40.0,0.4,2.0,22.22222222222222,False,vehicle.ue4.audi.tt,0.0,0.0,1.6466820579698962,27.09631348253289,12.903686517467111,3.924000000000003,0.0,4.913509563617958,4.461548951861006,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960025
baseline_nm0.5,baseline,0,40.0,40.0,0.85,2.5,27.77777777777778,True,,2.6403283523604593,5.6970211322238375,1.6137606622028506,40.0,0.0,8.3385,13.230117797851562,7.407950349554051,3.8320911430712576,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960026
baseline_nm0.5,baseline,0,40.0,40.0,0.4,2.5,27.77777777777778,False,vehicle.ue4.audi.tt,0.0,0.0,1.5170054847351226,27.35596725405776,12.644032745942242,3.924000000000003,0.0,4.93717981315988,3.9704487614236386,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960027
baseline_nm0.5,baseline,0,40.0,40.0,0.85,3.0,33.33333333333333,True,,1.677743973582973,4.102279601126921,1.592462827843923,40.0,0.0,8.3385,15.883964538574219,6.445365976394441,3.468196068378685,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960028
baseline_nm0.5,baseline,0,40.0,40.0,0.4,3.0,33.33333333333333,False,vehicle.ue4.audi.tt,0.0,0.0,1.592781703536857,27.521576017403987,12.478423982596013,3.924000000000003,0.0,4.912686311460929,3.4679312656333,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960029
baseline_nm0.5,baseline,0,50.0,50.0,0.85,1.0,13.88888888888889,False,vehicle.ue4.audi.tt,0.0,0.0,1.5396789646693683,36.66377224145344,13.336227758546565,8.338500000000018,0.0,4.898197431135843,7.339271753267539,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960030
baseline_nm0.5,baseline,0,50.0,50.0,0.4,1.0,13.88888888888889,False,vehicle.ue4.audi.tt,0.0,0.0,1.5414885258865976,26.08133202937557,23.91866797062443,3.9239999999999853,0.0,4.894597813118901,7.337281362407446,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960031
baseline_nm0.5,baseline,0,50.0,50.0,0.85,1.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.5366633997877233,39.88675204671759,10.11324795328241,8.338500000000018,0.0,4.921982277488087,6.602333366155927,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960032
baseline_nm0.5,baseline,0,50.0,50.0,0.4,1.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.5369289512874023,30.446771582148187,19.553228417851813,3.9239999999999853,0.0,4.899681247845509,6.603225939597002,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960033
baseline_nm0.5,baseline,0,50.0,50.0,0.85,2.0,27.77777777777778,False,vehicle.ue4.audi.tt,0.0,0.0,1.5387210192923593,44.08719922441333,5.912800775586668,8.3385,0.0,4.903561119989468,5.759141036102191,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960034
baseline_nm0.5,baseline,0,50.0,50.0,0.4,2.0,27.77777777777778,False,vehicle.ue4.audi.tt,0.0,0.0,1.5380030540665015,31.43132428664935,18.56867571335065,3.9239999999999853,0.0,4.918584833502005,5.759328130792308,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960035
