label,controller,delay_frames,ego_speed_kmh,lead_speed_kmh,mu,headway_thw,headway_d,avoided,collision_with,s_clearance,a_b_mfdd,t_c_warn,dv_speed_var,collision_speed_kmh,peak_decel,brake_distance,min_dist,a_req_at_brake,a_max,is_conflict,result_txt,noise_sigma_m,noise_sigma_vr,dropout_p,dropout_mode,test_mode,seed
baseline_nm0.5,baseline,0,50.0,50.0,0.85,2.5,34.72222222222222,True,,1.0839761666442067,7.2974134242781625,1.5828040117239706,50.0,0.0,8.3385,18.24197006225586,5.851827042498699,4.923026994393354,8.3385,True,AVOIDED,0.5,0.0,0.0,freeze,noise,12960036
baseline_nm0.5,baseline,0,50.0,50.0,0.4,2.5,34.72222222222222,False,vehicle.ue4.audi.tt,0.0,0.0,1.5819599028718807,31.970880585481353,18.029119414518647,3.9239999999999853,0.0,4.936582053937945,4.923476883813943,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960037
baseline_nm0.5,baseline,0,50.0,50.0,0.85,3.0,41.66666666666667,False,,0.0,0.0,1.5530828909371022,50.0,0.0,3.3354000497013203,0.0,11.28359317338748,4.444667012930342,8.3385,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960038
baseline_nm0.5,baseline,0,50.0,50.0,0.4,3.0,41.66666666666667,False,,0.0,0.0,1.6024690581503476,50.0,0.0,3.9239999999999853,0.0,11.014403911594247,4.306421003359432,3.9240000000000004,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960039
baseline_nm0.5,baseline,0,60.0,60.0,0.85,1.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.5414337970136753,40.69263899754746,19.30736100245254,8.338499999999982,0.0,4.897579197249074,8.178634435944101,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960040
baseline_nm0.5,baseline,0,60.0,60.0,0.4,1.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.5426327367458859,30.7223795497901,29.2776204502099,3.9239999999999853,0.0,4.980571748860025,8.171760926367462,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960041
baseline_nm0.5,baseline,0,60.0,60.0,0.85,1.5,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5179003642955156,44.11457368289726,15.885426317102741,8.338499999999982,0.0,4.96635080334963,7.723672276625629,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960042
baseline_nm0.5,baseline,0,60.0,60.0,0.4,1.5,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5179303995262177,35.65139792928109,24.348602070718908,3.9239999999999853,0.0,4.990619807087106,7.724693973202227,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960043
baseline_nm0.5,baseline,0,60.0,60.0,0.85,2.0,33.333333333333336,False,,0.0,0.0,1.5878646170813733,60.0,0.0,8.338499999999982,0.0,8.24083328394134,6.755292853330584,8.3385,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960044
baseline_nm0.5,baseline,0,60.0,60.0,0.4,2.0,33.333333333333336,False,,0.0,0.0,1.5876596103857359,60.0,0.0,3.9239999999999853,0.0,8.14809799204064,6.755814378925434,3.9240000000000004,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960045
baseline_nm0.5,baseline,0,60.0,60.0,0.85,2.5,41.66666666666667,False,,0.0,0.0,1.5878978870973606,60.0,0.0,3.3354000497013203,0.0,16.25029754815325,6.002032820303024,8.3385,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960046
baseline_nm0.5,baseline,0,60.0,60.0,0.4,2.5,41.66666666666667,False,,0.0,0.0,1.5007980310985336,60.0,0.0,1.5696000233888796,0.0,16.427001956144238,6.22904029282892,3.9240000000000004,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960047
baseline_nm0.5,baseline,0,60.0,60.0,0.85,3.0,50.0,False,,0.0,0.0,1.5531412837826004,60.0,0.0,3.3354000497013203,0.0,24.612155915762973,5.411479914972096,8.3385,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960048
baseline_nm0.5,baseline,0,60.0,60.0,0.4,3.0,50.0,False,,0.0,0.0,1.5528560793872372,60.0,0.0,1.5696000233888796,0.0,24.487895967343547,5.411740493118561,3.9240000000000004,True,NO BRAKE / passed,0.5,0.0,0.0,freeze,noise,12960049
baseline_nm1.0,baseline,0,20.0,20.0,0.85,1.0,5.555555555555555,True,,2.213968278639739,10.044702288364793,63.188344534982484,20.0,0.0,8.3385,1.6633167266845703,5.549952507504848,0.0,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920000
baseline_nm1.0,baseline,0,20.0,20.0,0.4,1.0,5.555555555555555,True,,3.473155985711543,4.336569037807202,259.0465717619434,20.0,0.0,3.924000000000003,3.6833953857421875,5.550018310666752,0.0,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920001
baseline_nm1.0,baseline,0,20.0,20.0,0.85,1.5,8.333333333333332,True,,1.4516696967857028,10.888290777212895,1.524544481957731,20.0,0.0,8.3385,2.5578956604003906,6.219306949585128,3.642869055510605,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920002
baseline_nm1.0,baseline,0,20.0,20.0,0.4,1.5,8.333333333333332,False,vehicle.ue4.audi.tt,0.0,0.0,1.5241210236795302,16.000314235973654,3.9996857640263457,3.924000000000003,0.0,4.900768291805784,3.6433767610283385,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920003
baseline_nm1.0,baseline,0,20.0,20.0,0.85,2.0,11.11111111111111,True,,2.4025707290338802,5.173076573941858,1.8044589577021874,20.0,0.0,8.3385,3.5588150024414062,7.170421604888372,2.516343579586715,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920004
baseline_nm1.0,baseline,0,20.0,20.0,0.4,2.0,11.11111111111111,True,,0.9136200026486367,4.261699836249252,1.5765482544638727,20.0,0.0,3.924000000000003,4.7715301513671875,5.681470878503129,2.641128431557853,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920005
baseline_nm1.0,baseline,0,20.0,20.0,0.85,2.5,13.88888888888889,True,,3.2808284760091038,3.6581921377002105,1.7341169317153378,20.0,0.0,3.335400049701338,4.359901428222656,8.048561096248362,1.974708438731984,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920006
baseline_nm1.0,baseline,0,20.0,20.0,0.4,2.5,13.88888888888889,True,,1.0686988923976442,3.8294654440144607,1.2858630476530692,20.0,0.0,3.924000000000003,5.744916915893555,5.836549768252136,2.220974502288268,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920007
baseline_nm1.0,baseline,0,20.0,20.0,0.85,3.0,16.666666666666664,True,,4.130060206157388,3.6582446467056164,1.5389968139272925,20.0,0.0,3.335400049701338,4.359029769897461,8.89778710435089,1.7827026431570694,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920008
baseline_nm1.0,baseline,0,20.0,20.0,0.4,3.0,16.666666666666664,True,,1.2519893731016607,2.0048364091213693,1.6928175800883754,20.0,0.0,3.924000000000003,8.063322067260742,6.019840248956153,1.6249603754545856,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920009
baseline_nm1.0,baseline,0,30.0,30.0,0.85,1.0,8.333333333333334,False,vehicle.ue4.audi.tt,0.0,0.0,1.0280961210744484,25.099269472396017,4.900730527603981,8.3385,0.0,4.898759849820377,6.662918387231646,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920010
baseline_nm1.0,baseline,0,30.0,30.0,0.4,1.0,8.333333333333334,False,vehicle.ue4.audi.tt,0.0,0.0,1.2255890585972107,17.745835025492447,12.254164974507551,3.924000000000003,0.0,4.939313918409887,6.076076575090038,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920011
baseline_nm1.0,baseline,0,30.0,30.0,0.85,1.5,12.5,True,,0.9951458620362779,9.062054306901551,1.3364554314308594,30.0,0.0,8.3385,6.080108642578125,5.762834613080822,4.808659364921253,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920012
baseline_nm1.0,baseline,0,30.0,30.0,0.4,1.5,12.5,False,vehicle.ue4.audi.tt,0.0,0.0,1.6806460601179907,19.986132005411683,10.013867994588317,3.924000000000003,0.0,4.902324684008628,4.302019118095181,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920013
baseline_nm1.0,baseline,0,30.0,30.0,0.85,2.0,16.666666666666668,True,,3.0839233520855664,9.285695779464724,1.3076150845125378,30.0,0.0,8.3385,5.678123474121094,7.8515510681770095,3.889346989268752,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920014
baseline_nm1.0,baseline,0,30.0,30.0,0.4,2.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.5556423846254275,22.926672641698957,7.073327358301045,3.924000000000003,0.0,4.921936106217591,3.5536331835203545,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920015
baseline_nm1.0,baseline,0,30.0,30.0,0.85,2.5,20.833333333333336,True,,3.9440479297656843,5.939416788712788,1.4444947336755447,30.0,0.0,8.3385,7.332340240478516,8.711898805620176,3.035164975841879,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920016
baseline_nm1.0,baseline,0,30.0,30.0,0.4,2.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.6726036807602376,24.198572773479484,5.8014272265205165,3.924000000000003,0.0,4.91131231867595,2.8207196643833763,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920017
baseline_nm1.0,baseline,0,30.0,30.0,0.85,3.0,25.0,True,,2.587457658472906,3.502685163919606,1.5162711381643985,30.0,0.0,3.335400049701338,9.959476470947266,7.355308534327398,2.7252268952304144,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920018
baseline_nm1.0,baseline,0,30.0,30.0,0.4,3.0,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.564538689948,24.378391647114846,5.621608352885156,3.924000000000003,0.0,4.909687560513702,2.6390243405774925,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920019
baseline_nm1.0,baseline,0,40.0,40.0,0.85,1.0,11.11111111111111,False,vehicle.ue4.audi.tt,0.0,0.0,1.6897288075897838,31.3434701512711,8.656529848728903,8.3385,0.0,4.915677086297274,6.176542949663557,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920020
baseline_nm1.0,baseline,0,40.0,40.0,0.4,1.0,11.11111111111111,False,vehicle.ue4.audi.tt,0.0,0.0,1.291436239203558,23.711626000257812,16.288373999742188,3.924000000000003,0.0,4.95440292871781,7.029444324785322,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920021
baseline_nm1.0,baseline,0,40.0,40.0,0.85,1.5,16.666666666666664,True,,1.3840976090684425,8.262230062076316,1.9729848870727449,40.0,0.0,8.3385,11.097370147705078,6.151841675607119,4.863756716161724,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920022
baseline_nm1.0,baseline,0,40.0,40.0,0.4,1.5,16.666666666666664,False,vehicle.ue4.audi.tt,0.0,0.0,1.4979309987928373,26.139428181598415,13.860571818401585,3.924000000000003,0.0,4.956817685925032,5.610950213515961,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920023
baseline_nm1.0,baseline,0,40.0,40.0,0.85,2.0,22.22222222222222,True,,0.8349433190741067,6.082343904367806,1.6479237312048387,40.0,0.0,8.3385,12.788761138916016,5.602794194928599,4.4603924277537566,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920024
baseline_nm1.0,baseline,0,40.0,40.0,0.4,2.0,22.22222222222222,False,vehicle.ue4.audi.tt,0.0,0.0,1.5346654269310267,26.961848485189662,13.03815151481034,3.924000000000003,0.0,4.925983507048926,4.6472998193919,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920025
baseline_nm1.0,baseline,0,40.0,40.0,0.85,2.5,27.77777777777778,True,,1.8219042854105858,5.098208005757533,1.6137606622028506,40.0,0.0,8.3385,14.04854965209961,6.589530098057191,3.8320911430712576,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920026
baseline_nm1.0,baseline,0,40.0,40.0,0.4,2.5,27.77777777777778,False,vehicle.ue4.audi.tt,0.0,0.0,1.6130593525943175,27.239473670536107,12.760526329463893,3.924000000000003,0.0,4.9261820884127845,3.8324408143761275,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920027
baseline_nm1.0,baseline,0,40.0,40.0,0.85,3.0,33.33333333333333,True,,1.7069303537632745,3.8945551766711093,1.6391179030940801,40.0,0.0,8.3385,16.40618896484375,6.474613381444251,3.363458125443547,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920028
baseline_nm1.0,baseline,0,40.0,40.0,0.4,3.0,33.33333333333333,False,vehicle.ue4.audi.tt,0.0,0.0,1.5390763335063833,27.891411416167678,12.10858858383232,3.924000000000003,0.0,4.937688011433958,3.581534874183464,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920029
baseline_nm1.0,baseline,0,50.0,50.0,0.85,1.0,13.88888888888889,False,vehicle.ue4.audi.tt,0.0,0.0,1.5396789646693683,36.66377224145344,13.336227758546565,8.338500000000018,0.0,4.898197431135843,7.339271753267539,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920030
baseline_nm1.0,baseline,0,50.0,50.0,0.4,1.0,13.88888888888889,False,vehicle.ue4.audi.tt,0.0,0.0,1.5414885258865976,26.078885444881553,23.921114555118447,3.9239999999999853,0.0,4.899126578404428,7.337281362407446,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920031
baseline_nm1.0,baseline,0,50.0,50.0,0.85,1.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.5366633997877233,39.88675204671759,10.11324795328241,8.338500000000018,0.0,4.921982277488087,6.602333366155927,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920032
baseline_nm1.0,baseline,0,50.0,50.0,0.4,1.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.418016392526454,30.199756703198865,19.800243296801135,3.9239999999999853,0.0,4.918474196274906,6.935224753408717,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920033
baseline_nm1.0,baseline,0,50.0,50.0,0.85,2.0,27.77777777777778,True,,0.2357925850411693,8.73104312761361,1.5387210192923593,50.0,0.0,8.3385,16.28343963623047,5.003464170335971,5.759141036102191,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920034
baseline_nm1.0,baseline,0,50.0,50.0,0.4,2.0,27.77777777777778,False,vehicle.ue4.audi.tt,0.0,0.0,1.64466871638755,32.358640377645656,17.641359622354344,3.9239999999999853,0.0,4.969490057506363,5.529426591439808,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920035
baseline_nm1.0,baseline,0,50.0,50.0,0.85,2.5,34.72222222222222,True,,2.368987035022677,8.608014003394208,1.5828040117239706,50.0,0.0,8.3385,16.956958770751953,7.136666249642082,4.923026994393354,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920036
baseline_nm1.0,baseline,0,50.0,50.0,0.4,2.5,34.72222222222222,False,vehicle.ue4.audi.tt,0.0,0.0,1.4924870061042945,32.37911032000334,17.620889679996658,3.9239999999999853,0.0,4.917216544805907,5.1061631091440605,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920037
baseline_nm1.0,baseline,0,50.0,50.0,0.85,3.0,41.66666666666667,False,,0.0,0.0,1.5530828909371022,50.0,0.0,3.3354000497013203,0.0,11.28359317338748,4.444667012930342,8.3385,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920038
baseline_nm1.0,baseline,0,50.0,50.0,0.4,3.0,41.66666666666667,False,,0.0,0.0,1.55346833250409,50.0,0.0,3.9239999999999853,0.0,10.97185364702007,4.444685535881227,3.9240000000000004,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920039
baseline_nm1.0,baseline,0,60.0,60.0,0.85,1.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.5414337970136753,38.1851233173585,21.814876682641493,8.338499999999982,0.0,4.899555210549338,8.178634435944101,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920040
baseline_nm1.0,baseline,0,60.0,60.0,0.4,1.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.404701235764088,30.83576895894566,29.16423104105434,3.9239999999999853,0.0,4.965187074639892,8.598057094725423,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920041
baseline_nm1.0,baseline,0,60.0,60.0,0.85,1.5,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.6281400126373826,45.711340787275645,14.288659212724358,8.3385,0.0,4.9599533594029195,7.384700461193888,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920042
baseline_nm1.0,baseline,0,60.0,60.0,0.4,1.5,25.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.6281979065917662,35.80937799667424,24.190622003325757,3.9239999999999853,0.0,5.000702841901587,7.385700852186588,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920043
baseline_nm1.0,baseline,0,60.0,60.0,0.85,2.0,33.333333333333336,False,,0.0,0.0,1.5878646170813733,60.0,0.0,8.338499999999982,0.0,8.24083328394134,6.755292853330584,8.3385,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920044
baseline_nm1.0,baseline,0,60.0,60.0,0.4,2.0,33.333333333333336,False,,0.0,0.0,1.5876596103857359,60.0,0.0,3.9239999999999853,0.0,8.14809799204064,6.755814378925434,3.9240000000000004,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920045
baseline_nm1.0,baseline,0,60.0,60.0,0.85,2.5,41.66666666666667,False,,0.0,0.0,1.6753681201684782,60.0,0.0,3.3354000497013203,0.0,16.387012483427327,5.79312271222198,8.3385,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920046
baseline_nm1.0,baseline,0,60.0,60.0,0.4,2.5,41.66666666666667,False,,0.0,0.0,1.5876460410358477,60.0,0.0,1.5696000233888796,0.0,16.487026217557965,6.002366512836536,3.9240000000000004,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920047
baseline_nm1.0,baseline,0,60.0,60.0,0.85,3.0,50.0,False,,0.0,0.0,1.5531412837826004,60.0,0.0,3.3354000497013203,0.0,24.612155915762973,5.411479914972096,8.3385,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920048
baseline_nm1.0,baseline,0,60.0,60.0,0.4,3.0,50.0,False,,0.0,0.0,1.5528560793872372,60.0,0.0,1.5696000233888796,0.0,24.487895967343547,5.411740493118561,3.9240000000000004,True,NO BRAKE / passed,1.0,0.0,0.0,freeze,noise,12920049
baseline_nm2.0,baseline,0,20.0,20.0,0.85,1.0,5.555555555555555,True,,0.660488131638747,10.046880126076571,1.0276972509210658,20.0,0.0,8.3385,1.6629638671875,5.36631584427742,3.854961683271183,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930000
baseline_nm2.0,baseline,0,20.0,20.0,0.4,1.0,5.555555555555555,True,,4.1899919589797605,4.3406201027788125,596.0404336253421,20.0,0.0,3.924000000000003,3.6798410415649414,5.550018310666752,0.0,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930001
baseline_nm2.0,baseline,0,20.0,20.0,0.85,1.5,8.333333333333332,True,,2.070577624671192,10.046919731867224,1.271539701802271,20.0,0.0,8.3385,1.6639118194580078,6.838428500525684,3.9510049124405637,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930002
baseline_nm2.0,baseline,0,20.0,20.0,0.4,1.5,8.333333333333332,True,,3.079196933856692,4.3356708522365395,583.7450979631233,20.0,0.0,3.924000000000003,3.684176445007324,7.84699631132078,0.0,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930003
baseline_nm2.0,baseline,0,20.0,20.0,0.85,2.0,11.11111111111111,True,,2.578067780064978,9.224262509603747,1.0964403489107748,20.0,0.0,8.3385,2.281707763671875,7.34565353438546,3.0991175351971583,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930004
baseline_nm2.0,baseline,0,20.0,20.0,0.4,2.0,11.11111111111111,True,,1.4026832646341765,4.260381890145127,1.396079747592526,20.0,0.0,3.924000000000003,4.007410049438477,6.170534140488669,2.778767749131233,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930005
baseline_nm2.0,baseline,0,20.0,20.0,0.85,2.5,13.88888888888889,True,,3.2808284760091038,3.6581921377002105,1.7341169317153378,20.0,0.0,3.335400049701338,4.359901428222656,8.048561096248362,1.974708438731984,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930006
baseline_nm2.0,baseline,0,20.0,20.0,0.4,2.5,13.88888888888889,True,,2.4454536494160886,3.8297445339870295,2.1423657680249955,20.0,0.0,3.924000000000003,5.7455902099609375,7.213304525270581,1.8395387797555696,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930007
baseline_nm2.0,baseline,0,20.0,20.0,0.85,3.0,16.666666666666664,True,,6.057630546053591,3.6581921377002105,2.3708400793875004,20.0,0.0,3.335400049701338,4.359901428222656,10.825363166292925,1.44956830296488,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930008
baseline_nm2.0,baseline,0,20.0,20.0,0.4,3.0,16.666666666666664,True,,2.6005897568390806,2.2400999732116946,2.155467039964825,20.0,0.0,3.924000000000003,7.540699005126953,7.368383412243092,1.4895392943987573,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930009
baseline_nm2.0,baseline,0,30.0,30.0,0.85,1.0,8.333333333333334,True,,0.9988269995052557,7.780869947502465,4.897771044617968,30.0,0.0,8.3385,6.460596084594727,5.766677875359748,3.024594227647652,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930010
baseline_nm2.0,baseline,0,30.0,30.0,0.4,1.0,8.333333333333334,False,vehicle.ue4.audi.tt,0.0,0.0,3.1928045737095796,23.48145662885619,6.518543371143811,3.924000000000003,0.0,4.896625536251081,3.817779399200924,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930011
baseline_nm2.0,baseline,0,30.0,30.0,0.85,1.5,12.5,True,,2.268383071373335,7.777714482575282,2.1697676448836116,30.0,0.0,8.3385,6.461769104003906,7.036218688303767,3.872023919682321,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930012
baseline_nm2.0,baseline,0,30.0,30.0,0.4,1.5,12.5,False,vehicle.ue4.audi.tt,0.0,0.0,1.5001870955425671,21.789430153592203,8.210569846407797,3.924000000000003,0.0,4.920852672100328,4.542613936001572,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930013
baseline_nm2.0,baseline,0,30.0,30.0,0.85,2.0,16.666666666666668,True,,3.7099609490608625,8.776374924336977,1.4274126321631653,30.0,0.0,8.3385,5.465799331665039,8.477796567881676,3.712669859848076,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930014
baseline_nm2.0,baseline,0,30.0,30.0,0.4,2.0,16.666666666666668,False,vehicle.ue4.audi.tt,0.0,0.0,1.7045799907018522,26.43086754900424,3.5691324509957587,3.924000000000003,0.0,4.894847877971663,3.406237288102827,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930015
baseline_nm2.0,baseline,0,30.0,30.0,0.85,2.5,20.833333333333336,True,,5.608499527963609,9.523698803724844,1.3408825718779664,30.0,0.0,8.3385,5.254154205322266,10.376132966077272,3.147757797508005,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930016
baseline_nm2.0,baseline,0,30.0,30.0,0.4,2.5,20.833333333333336,False,vehicle.ue4.audi.tt,0.0,0.0,1.4423497864964672,26.19380016201656,3.806199837983438,3.924000000000003,0.0,4.896618048960498,3.0355567653457296,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930017
baseline_nm2.0,baseline,0,30.0,30.0,0.85,3.0,25.0,True,,4.278726800971022,3.73828607562754,1.666352180843868,30.0,0.0,8.3385,9.509391784667969,9.046394571573188,2.480374726997009,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930018
baseline_nm2.0,baseline,0,30.0,30.0,0.4,3.0,25.0,True,,0.4662652038196846,4.063106252665917,1.564538689948,30.0,0.0,3.924000000000003,12.492599487304688,5.23398256589437,2.6390243405774925,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930019
baseline_nm2.0,baseline,0,40.0,40.0,0.85,1.0,11.11111111111111,True,,0.2197580571302984,9.348235221357857,2.2853354056889215,40.0,0.0,8.3385,10.56833267211914,4.98738577539238,5.433854654583516,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930020
baseline_nm2.0,baseline,0,40.0,40.0,0.4,1.0,11.11111111111111,False,vehicle.ue4.audi.tt,0.0,0.0,1.6890733126384643,25.432140625432137,14.567859374567863,3.924000000000003,0.0,4.938661576266004,6.179789901881997,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930021
baseline_nm2.0,baseline,0,40.0,40.0,0.85,1.5,16.666666666666664,True,,2.185971626938559,8.934489154186066,1.9729848870727449,40.0,0.0,8.3385,10.295494079589844,6.953822502793051,4.863756716161724,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930022
baseline_nm2.0,baseline,0,40.0,40.0,0.4,1.5,16.666666666666664,False,vehicle.ue4.audi.tt,0.0,0.0,1.4979309987928373,26.3056968885308,13.6943031114692,3.924000000000003,0.0,4.927932740135045,5.610950213515961,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930023
baseline_nm2.0,baseline,0,40.0,40.0,0.85,2.0,22.22222222222222,True,,2.7872025354552363,8.773316840525796,1.6479237312048387,40.0,0.0,8.338500000000018,10.836490631103516,7.554805458850853,4.4603924277537566,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930024
