label,controller,delay_frames,ego_speed_kmh,mu,trigger_d,dart_speed_kmh,avoided,collision_with,s_clearance,a_b_mfdd,t_c_warn,dv_speed_var,collision_speed_kmh,peak_decel,brake_distance,min_dist,a_req_at_brake,a_max,is_conflict,result_txt,noise_sigma_m,noise_sigma_vr,dropout_p,dropout_mode,test_mode,seed
baseline_nm0.5,baseline,0,50.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283095496803998,22.91191949794358,27.08808050205642,3.9239999999999853,0.0,4.072976093349967,6.252550149773482,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960035
baseline_nm0.5,baseline,0,50.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.3757714410760646,32.08841335293519,17.911586647064805,3.9239999999999853,0.0,3.839458036158773,4.6734300445331325,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960036
baseline_nm0.5,baseline,0,50.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5425074132483791,32.98991535420244,17.010084645797566,3.9239999999999853,0.0,3.842341199978959,4.180814573984796,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960037
baseline_nm0.5,baseline,0,50.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0052796221372668,30.609216356394715,19.390783643605285,3.9239999999999853,0.0,3.8199346028442625,6.638729057848494,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960038
baseline_nm0.5,baseline,0,50.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.35124442383934,32.13510971740767,17.864890282592327,3.9239999999999853,0.0,3.839094496365897,4.970579322990501,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960039
baseline_nm0.5,baseline,0,60.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715222210920067,34.71166969339909,25.288330306600916,8.338499999999982,0.0,4.305744333595147,9.086393451542861,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960040
baseline_nm0.5,baseline,0,60.0,0.85,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1321023594448238,45.742719216938966,14.257280783061033,8.3385,0.0,3.8409955591786735,6.9582527156196,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960041
baseline_nm0.5,baseline,0,60.0,0.85,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450181401363242,49.330977715363765,10.669022284636236,8.3385,0.0,3.82948897945292,5.434061926855033,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960042
baseline_nm0.5,baseline,0,60.0,0.85,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5804397157617378,49.137942595327345,10.862057404672651,8.3385,0.0,3.8299167474444396,4.996850708416284,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960043
baseline_nm0.5,baseline,0,60.0,0.85,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.9409190833451215,42.99367392543163,17.00632607456837,8.338499999999982,0.0,3.8245848697137528,8.58376355436793,8.3385,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960044
baseline_nm0.5,baseline,0,60.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715254526935651,15.75076099879756,44.24923900120244,3.9239999999999853,0.0,3.8861740398074516,9.086313642403866,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960045
baseline_nm0.5,baseline,0,60.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1320984504324096,32.2689371518268,27.731062848173202,3.9239999999999853,0.0,3.8531288216002353,6.958298042137608,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960046
baseline_nm0.5,baseline,0,60.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450180316163522,36.25904400901888,23.740955990981117,3.9239999999999853,0.0,3.843444802843957,5.434038122471865,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960047
baseline_nm0.5,baseline,0,60.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5804284649540075,37.1454849251008,22.854515074899197,3.9239999999999853,0.0,3.8189589856279946,4.99687544150238,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960048
baseline_nm0.5,baseline,0,60.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.9409212699222992,34.85802912468593,25.141970875314076,3.9239999999999853,0.0,3.8330086574281355,8.583711381289632,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.5,0.0,0.0,freeze,noise,12960049
baseline_nm1.0,baseline,0,20.0,0.85,20.0,20.0,True,,3.9212336866446513,3.65837067446903,1.3394593668191859,20.0,0.0,3.335400049701338,4.358844757080078,7.595415864059919,1.8043026374285156,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920000
baseline_nm1.0,baseline,0,20.0,0.85,25.0,20.0,True,,4.745803927019738,3.6574571698683926,1.6549263862015928,20.0,0.0,3.335400049701338,4.36077880859375,8.419986127934763,1.6625775880845157,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920001
baseline_nm1.0,baseline,0,20.0,0.85,30.0,20.0,True,,5.2974995813089905,3.6584809558853317,1.7555189743116142,20.0,0.0,3.335400049701338,4.359493255615234,8.97168555002523,1.567409144788136,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920002
baseline_nm1.0,baseline,0,20.0,0.85,35.0,20.0,True,,5.022665017178852,3.6583654231388554,1.70111732044131,20.0,0.0,3.335400049701338,4.358936309814453,8.696847144790997,1.6132508844125635,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920003
baseline_nm1.0,baseline,0,20.0,0.85,40.0,20.0,True,,3.6447334023341096,3.6578561157572653,1.454927743445598,20.0,0.0,3.335400049701338,4.360363006591797,7.318919389722747,1.8912437113427885,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920004
baseline_nm1.0,baseline,0,20.0,0.4,20.0,20.0,True,,1.34499459079926,2.605942534204586,1.3386192833366588,20.0,0.0,3.924000000000003,6.93695068359375,5.019298778097081,1.8044232680391243,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920005
baseline_nm1.0,baseline,0,20.0,0.4,25.0,20.0,True,,1.6831611534800253,2.469568853648093,1.6012360783277277,20.0,0.0,3.924000000000003,7.149181365966797,5.357465340777846,1.7138428687062193,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920006
baseline_nm1.0,baseline,0,20.0,0.4,30.0,20.0,True,,1.719475056328629,1.9449638058122685,1.8009021655431117,20.0,0.0,3.924000000000003,8.214973449707031,5.393645903073076,1.5237683824690353,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920007
baseline_nm1.0,baseline,0,20.0,0.4,35.0,20.0,True,,1.3155261847044475,1.7960477021925898,1.8009879380567781,20.0,0.0,3.924000000000003,8.618782043457031,4.9898303720022685,1.5236346550949664,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920008
baseline_nm1.0,baseline,0,20.0,0.4,40.0,20.0,True,,1.5832882214684707,2.402787441262251,1.6010703723265542,20.0,0.0,3.924000000000003,7.249485015869141,5.257592408766292,1.7139345144926452,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920009
baseline_nm1.0,baseline,0,30.0,0.85,20.0,20.0,True,,3.5211567748006765,3.502685163919606,1.5328123354662204,30.0,0.0,3.335400049701338,9.959476470947266,7.1954609620984975,2.275148532497412,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920010
baseline_nm1.0,baseline,0,30.0,0.85,25.0,20.0,True,,2.0944812056253888,4.940305219610282,1.1535649608842213,30.0,0.0,8.3385,8.077529907226562,5.76878539292321,3.3316057713605907,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920011
baseline_nm1.0,baseline,0,30.0,0.85,30.0,20.0,True,,4.348245592570525,3.5026830244113984,1.6745319319851621,30.0,0.0,3.335400049701338,9.959476470947266,8.022549779868346,2.387402356463033,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920012
baseline_nm1.0,baseline,0,30.0,0.85,35.0,20.0,True,,3.9331278689987883,3.5019685748641662,1.6773860016072013,30.0,0.0,3.335400049701338,9.960929870605469,7.607432056296609,2.4617391700378297,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920013
baseline_nm1.0,baseline,0,30.0,0.85,40.0,20.0,True,,3.9326688873101823,3.501718372541213,1.679098758018817,30.0,0.0,3.335400049701338,9.961448669433594,7.606973074608003,2.4617870278372442,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920014
baseline_nm1.0,baseline,0,30.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,3.660820020109485,1.5340529159309209,28.65774976096235,1.3422502390376512,3.924000000000003,0.0,3.806439696333192,2.275129312393598,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920015
baseline_nm1.0,baseline,0,30.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1524483666416514,23.76925214527969,6.23074785472031,3.924000000000003,0.0,3.821607716969321,3.3316693273856473,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920016
baseline_nm1.0,baseline,0,30.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.577512759407205,23.982823794189297,6.017176205810702,3.924000000000003,0.0,3.8216422586400993,2.617638337913078,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920017
baseline_nm1.0,baseline,0,30.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.679098298351473,25.51857979514778,4.481420204852219,3.924000000000003,0.0,3.8164368073797,2.4617877026903052,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920018
baseline_nm1.0,baseline,0,30.0,0.4,40.0,20.0,True,,0.1906053166113959,2.91389368942621,1.8308955129609865,30.0,0.0,3.924000000000003,14.94790267944336,3.8647686123060137,2.259452335675843,3.9240000000000004,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920019
baseline_nm1.0,baseline,0,40.0,0.85,20.0,20.0,True,,1.647596420322217,6.835319143198157,1.2511492783422866,40.0,0.0,8.3385,12.093544006347656,5.321671852334092,3.961490876976411,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920020
baseline_nm1.0,baseline,0,40.0,0.85,25.0,20.0,True,,1.462216411439531,4.2285553953550705,1.4822595319623142,40.0,0.0,8.3385,15.591957092285156,5.136520598737352,3.3677160838951803,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920021
baseline_nm1.0,baseline,0,40.0,0.85,30.0,20.0,True,,2.0624668978865666,8.620038801749367,1.0491368030451966,40.0,0.0,8.338500000000018,10.021926879882812,5.73650433675338,5.008331380756813,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920022
baseline_nm1.0,baseline,0,40.0,0.85,35.0,20.0,True,,2.1594369250925878,4.304986936122483,1.5394874871753652,40.0,0.0,8.3385,15.445512771606445,5.833489515915162,3.448934301588219,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920023
baseline_nm1.0,baseline,0,40.0,0.85,40.0,20.0,True,,2.7372047248258182,0.0,1.7444217562860678,40.0,0.0,8.3385,16.52240562438965,6.4112725535464605,3.163414694234538,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920024
baseline_nm1.0,baseline,0,40.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.2518607036226785,27.468251094409716,12.531748905590282,3.924000000000003,0.0,3.8439533449321575,3.9603839026224663,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920025
baseline_nm1.0,baseline,0,40.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.62640142605587,28.08856968831072,11.91143031168928,3.924000000000003,0.0,3.8203176702123782,3.0590089578038744,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920026
baseline_nm1.0,baseline,0,40.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0489616162358588,25.629776246873867,14.370223753126133,3.924000000000003,0.0,3.826956173110845,5.00778443697093,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920027
baseline_nm1.0,baseline,0,40.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.499798587288046,27.950545262822637,12.049454737177363,3.924000000000003,0.0,3.8208629221317785,3.563170639828066,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920028
baseline_nm1.0,baseline,0,40.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.6925691839407437,28.879636778369647,11.120363221630353,3.924000000000003,0.0,3.834226925672439,3.256849884277239,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920029
baseline_nm1.0,baseline,0,50.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283507624270962,40.21925492040715,9.780745079592844,8.3385,0.0,3.821803534183559,6.251445427884491,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920030
baseline_nm1.0,baseline,0,50.0,0.85,25.0,20.0,True,,1.506525521164951,7.8880018188182754,1.3761703297458985,50.0,0.0,8.338500000000018,17.609079360961914,5.180581745831623,4.67326940838413,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920031
baseline_nm1.0,baseline,0,50.0,0.85,30.0,20.0,True,,1.4527461842008567,0.0,1.5914886549580785,50.0,0.0,8.338500000000018,21.11357879638672,5.127050371498678,4.049783573080824,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920032
baseline_nm1.0,baseline,0,50.0,0.85,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0049640659373305,39.910932658300105,10.089067341699895,8.338500000000018,0.0,3.8304099202243376,6.639201261619354,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920033
baseline_nm1.0,baseline,0,50.0,0.85,40.0,20.0,True,,0.2573145843335678,0.0,1.3506644225766309,50.0,0.0,8.3385,18.858976364135742,3.931397818933599,4.971094039791331,8.3385,True,AVOIDED,1.0,0.0,0.0,freeze,noise,12920034
baseline_nm1.0,baseline,0,50.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0283095496803998,23.91344458790742,26.08655541209258,3.9239999999999853,0.0,4.073086779224774,6.252550149773482,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920035
baseline_nm1.0,baseline,0,50.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.3758346436684956,32.092390915243925,17.907609084756075,3.9239999999999853,0.0,3.839655211212979,4.67320867168864,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920036
baseline_nm1.0,baseline,0,50.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.6416721987790222,32.64315774877657,17.356842251223433,3.9239999999999853,0.0,3.824297516102859,3.926270024021283,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920037
baseline_nm1.0,baseline,0,50.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.0052796221372668,30.130372525451804,19.869627474548196,3.9239999999999853,0.0,3.831752300408107,6.638729057848494,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920038
baseline_nm1.0,baseline,0,50.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.35124442383934,32.06781511003177,17.932184889968227,3.9239999999999853,0.0,3.849526025675441,4.970579322990501,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920039
baseline_nm1.0,baseline,0,60.0,0.85,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715222210920067,34.252382805151434,25.747617194848566,8.338499999999982,0.0,4.272007439648291,9.086393451542861,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920040
baseline_nm1.0,baseline,0,60.0,0.85,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1321023594448238,45.742719216938966,14.257280783061033,8.3385,0.0,3.8409955591786735,6.9582527156196,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920041
baseline_nm1.0,baseline,0,60.0,0.85,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450181401363242,50.60105596573849,9.398944034261511,8.3385,0.0,3.8282957868887344,5.434061926855033,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920042
baseline_nm1.0,baseline,0,60.0,0.85,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,6.5524224360822005,1.6290762440361455,54.700447680242924,5.2995523197570735,8.3385,0.0,3.818072939952428,4.844194827724752,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920043
baseline_nm1.0,baseline,0,60.0,0.85,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.9409190833451215,43.247464427830394,16.752535572169606,8.338499999999982,0.0,3.8376026806016204,8.58376355436793,8.3385,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920044
baseline_nm1.0,baseline,0,60.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.8715254526935651,14.693154287502807,45.30684571249719,3.9239999999999853,0.0,3.8891209749824207,9.086313642403866,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920045
baseline_nm1.0,baseline,0,60.0,0.4,25.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.1320381085174582,33.32959426012975,26.670405739870247,3.9239999999999853,0.0,3.8898161614413196,6.958661100171404,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920046
baseline_nm1.0,baseline,0,60.0,0.4,30.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.450180316163522,36.25904400901888,23.740955990981117,3.9239999999999853,0.0,3.843444802843957,5.434038122471865,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920047
baseline_nm1.0,baseline,0,60.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.5804284649540075,38.13949763697957,21.860502363020434,3.9239999999999853,0.0,3.8604412562924306,4.99687544150238,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920048
baseline_nm1.0,baseline,0,60.0,0.4,40.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,0.9409212699222992,34.58590424595076,25.41409575404924,3.9239999999999853,0.0,3.7997224190553225,8.583711381289632,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,1.0,0.0,0.0,freeze,noise,12920049
baseline_nm2.0,baseline,0,20.0,0.85,20.0,20.0,True,,8.878622772435568,3.6589011364836357,2.019524268079198,20.0,0.0,3.335400049701338,4.358264923095703,12.552804904653696,1.0444642767027998,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930000
baseline_nm2.0,baseline,0,20.0,0.85,25.0,20.0,True,,7.776440497111162,3.6582498976890645,2.14750169763351,20.0,0.0,3.335400049701338,4.359031677246094,11.450622666452457,1.2471209389427587,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930001
baseline_nm2.0,baseline,0,20.0,0.85,30.0,20.0,True,,6.674771404072162,3.658255148687587,2.0004890950242986,20.0,0.0,3.335400049701338,4.359031677246094,10.348953616987616,1.371656494210899,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930002
baseline_nm2.0,baseline,0,20.0,0.85,35.0,20.0,True,,6.675160816850735,3.6586280081168154,2.0005327052905773,20.0,0.0,3.335400049701338,4.3585662841796875,10.349343026279703,1.371591235328148,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930003
baseline_nm2.0,baseline,0,20.0,0.85,40.0,20.0,True,,6.94873322281272,3.6574361751269278,2.0552277705149495,20.0,0.0,3.335400049701338,4.360797882080078,10.622919185925483,1.3386536573948775,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930004
baseline_nm2.0,baseline,0,20.0,0.4,20.0,20.0,True,,2.535667695085696,3.8290828403749755,1.3386192833366588,20.0,0.0,3.924000000000003,5.745216369628906,6.209971882383517,1.8044232680391243,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930005
baseline_nm2.0,baseline,0,20.0,0.4,25.0,20.0,True,,4.0978011641791365,2.6060890928077254,2.0004890950242986,20.0,0.0,3.924000000000003,6.9368133544921875,7.772105351476958,1.371656494210899,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930006
baseline_nm2.0,baseline,0,20.0,0.4,30.0,20.0,True,,2.665144306841662,2.7663626243877846,1.70111732044131,20.0,0.0,3.924000000000003,6.717639923095703,6.339448494139483,1.6132508844125635,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930007
baseline_nm2.0,baseline,0,20.0,0.4,35.0,20.0,True,,2.295833788141529,1.7590146278827008,2.0004890950242986,20.0,0.0,3.924000000000003,8.739765167236328,5.97013797543935,1.371656494210899,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930008
baseline_nm2.0,baseline,0,20.0,0.4,40.0,20.0,True,,3.2237309625702366,2.1157204329877355,2.000533395620869,20.0,0.0,3.924000000000003,7.811332702636719,6.89789413225663,1.371590761604131,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930009
baseline_nm2.0,baseline,0,30.0,0.85,20.0,20.0,True,,4.7828837216059465,4.011469736642367,1.589240310269733,30.0,0.0,8.3385,9.110908508300781,8.456997215437646,2.203696841912894,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930010
baseline_nm2.0,baseline,0,30.0,0.85,25.0,20.0,True,,3.171471404222234,6.562479972900473,1.1535649608842213,30.0,0.0,8.3385,6.999847412109375,6.845611655562333,3.3316057713605907,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930011
baseline_nm2.0,baseline,0,30.0,0.85,30.0,20.0,True,,4.737544500026077,3.694552558012477,1.6745319319851621,30.0,0.0,8.3385,9.570026397705078,8.41183346592638,2.387402356463033,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930012
baseline_nm2.0,baseline,0,30.0,0.85,35.0,20.0,True,,4.725584743594929,4.66463575835716,1.5775132192311272,30.0,0.0,8.3385,8.340713500976562,8.39988893089275,2.6176375743156006,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930013
baseline_nm2.0,baseline,0,30.0,0.85,40.0,20.0,True,,3.9326688873101823,3.501718372541213,1.679098758018817,30.0,0.0,3.335400049701338,9.961448669433594,7.606973074608003,2.4617870278372442,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930014
baseline_nm2.0,baseline,0,30.0,0.4,20.0,20.0,True,,0.8012563294524657,3.86883317006296,1.587975167140971,30.0,0.0,3.924000000000003,13.09521484375,4.475423435735177,2.2036449020803137,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930015
baseline_nm2.0,baseline,0,30.0,0.4,25.0,20.0,True,,2.9873107924293913,2.7263992027716615,2.0412456566739468,30.0,0.0,3.924000000000003,15.458393096923828,6.661614979727212,1.7462236894670005,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930016
baseline_nm2.0,baseline,0,30.0,0.4,30.0,20.0,True,,0.6023171211116471,2.9134421538661637,1.7834199439166747,30.0,0.0,3.924000000000003,14.949359893798828,4.276480439703022,2.190070308726083,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930017
baseline_nm2.0,baseline,0,30.0,0.4,35.0,20.0,False,vehicle.ue4.audi.tt,0.0,4.262125473453879,1.5290434514754159,27.50329252768122,2.4967074723187794,3.924000000000003,0.0,3.815425059641169,2.7027740850486635,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930018
baseline_nm2.0,baseline,0,30.0,0.4,40.0,20.0,True,,1.8271185773684442,4.019215753890321,1.7772752641750609,30.0,0.0,3.924000000000003,12.895736694335938,5.501422764666265,2.3233649623107016,3.9240000000000004,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930019
baseline_nm2.0,baseline,0,40.0,0.85,20.0,20.0,True,,2.90581234890291,8.777463895123969,1.2511492783422866,40.0,0.0,8.3385,10.834671020507812,6.57989161251722,3.961490876976411,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930020
baseline_nm2.0,baseline,0,40.0,0.85,25.0,20.0,True,,3.8177767327968777,4.306529096778576,1.68432575562793,40.0,0.0,8.3385,15.442785263061523,7.4919054787284,2.9667046316700834,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930021
baseline_nm2.0,baseline,0,40.0,0.85,30.0,20.0,True,,2.9224281662436242,9.345471494551843,1.0491368030451966,40.0,0.0,8.338500000000018,9.161540985107422,6.596507355323338,5.008331380756813,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930022
baseline_nm2.0,baseline,0,40.0,0.85,35.0,20.0,True,,3.755576739099399,5.217497322738931,1.5394874871753652,40.0,0.0,8.3385,13.848470687866211,7.42988092639722,3.448934301588219,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930023
baseline_nm2.0,baseline,0,40.0,0.85,40.0,20.0,True,,3.581696801894288,4.45880976783674,1.6927706420642763,40.0,0.0,8.3385,15.125740051269531,7.25577985748383,3.256901788850152,8.3385,True,AVOIDED,2.0,0.0,0.0,freeze,noise,12930024
baseline_nm2.0,baseline,0,40.0,0.4,20.0,20.0,False,vehicle.ue4.audi.tt,0.0,0.0,1.2518607036226785,26.469263571595334,13.530736428404664,3.924000000000003,0.0,3.8296674548522973,3.9603839026224663,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,2.0,0.0,0.0,freeze,noise,12930025
