label,controller,delay_frames,ego_speed_kmh,lead_speed_kmh,mu,headway_thw,headway_d,avoided,collision_with,s_clearance,a_b_mfdd,t_c_warn,dv_speed_var,collision_speed_kmh,peak_decel,brake_distance,min_dist,a_req_at_brake,a_max,is_conflict,result_txt,noise_sigma_m,noise_sigma_vr,dropout_p,dropout_mode,test_mode,seed,comp_source,comp_L_frames
baseline_pred_d0f,baseline,0,20.0,20.0,0.85,1.0,5.555555555555555,True,,0.2019138357252963,10.453119983521168,1.0276972509210658,20.0,0.0,8.3385,2.132364273071289,4.9696979544055315,3.854961683271183,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020000,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.4,1.0,5.555555555555555,False,vehicle.ue4.audi.tt,0.0,0.0,1.027180161973942,8.740139531155819,11.259860468844181,3.924000000000003,0.0,4.895692838747953,3.8561031592528154,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,latency_comp_all,17020001,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.85,1.5,8.333333333333332,True,,1.0720443767769625,7.71498521924589,1.524544481957731,20.0,0.0,8.3385,2.937509536743164,5.839683536933365,3.642869055510605,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020002,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.4,1.5,8.333333333333332,False,vehicle.ue4.audi.tt,0.0,0.0,1.5241210236795302,15.290130420854286,4.709869579145714,3.924000000000003,0.0,4.907146465258253,3.6433767610283385,3.9240000000000004,True,COLLISION with vehicle.ue4.audi.tt,0.0,0.0,0.0,freeze,latency_comp_all,17020003,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.85,2.0,11.11111111111111,True,,1.3276138311944292,3.659027209484476,1.5769579829209088,20.0,0.0,3.335400049701338,4.358022689819336,6.095344544088494,2.6408963823463054,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020004,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.4,2.0,11.11111111111111,True,,0.20682145183274603,4.2613863048976794,1.5765482544638727,20.0,0.0,3.924000000000003,5.478311538696289,4.974672327687238,2.641128431557853,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020005,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.85,2.5,13.88888888888889,True,,3.0063323975487704,3.6585754881056736,1.5634631974108213,20.0,0.0,3.335400049701338,4.358644485473633,7.774063110438267,2.049671399985566,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020006,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.4,2.5,13.88888888888889,True,,0.5348053098150531,2.690518840616939,1.5631356248428965,20.0,0.0,3.924000000000003,6.829681396484375,5.302518856568293,2.0498076930225118,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020007,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.85,3.0,16.666666666666664,True,,4.4040851689989235,3.6574361751269278,1.5926756334445036,20.0,0.0,3.335400049701338,4.360797882080078,9.171817789249273,1.7271808654896244,8.3385,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020008,oracle,0
baseline_pred_d0f,baseline,0,20.0,20.0,0.4,3.0,16.666666666666664,True,,0.7004127617523199,2.0046487547329166,1.592566214080907,20.0,0.0,3.924000000000003,8.063982009887695,5.468263637606812,1.7272761451054515,3.9240000000000004,True,AVOIDED,0.0,0.0,0.0,freeze,latency_comp_all,17020009,oracle,0
